type,text,label,is_label_correct,is_grammatically,is_makes_sense,ptype->htype,from->to,section,worker,is_completed,row_id,hit_id
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",entailment,,,,hypo->hyper,desk->table,2 hypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **escritoire** of the basilica.",entailment,,,,hypo->hyper,escritoire->table,2 hypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",entailment,,,,hypo->hyper,escritoire->table,2 hypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **crossbeam** of the basilica.",contradiction,,,,nonhypo->hyper,crossbeam->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,nonhypo->hyper,crossbeam->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **alcove** of the basilica.",contradiction,,,,nonhypo->hyper,alcove->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,nonhypo->hyper,alcove->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **stall** of the basilica.",contradiction,,,,nonhypo->hyper,stall->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,nonhypo->hyper,stall->table,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->crossbeam,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **crossbeam** of the basilica.",contradiction,,,,hyper->nonhypo,table->crossbeam,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->alcove,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **alcove** of the basilica.",contradiction,,,,hyper->nonhypo,table->alcove,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->stall,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,"The king himself died here in 1598, to be buried in a family tomb beneath the high **stall** of the basilica.",contradiction,,,,hyper->nonhypo,table->stall,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->altar,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **altar** of the basilica.,neutral,,,,hyper->hypo,table->altar,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->crossbeam,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried with family underneath the high **crossbeam** of the basilica.,contradiction,,,,hyper->nonhypo,table->crossbeam,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **altar** of the basilica.",entailment,,,,hypo->hyper,altar->table,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,altar->table,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **altar** of the basilica.",contradiction,,,,hypo->nonhypo,altar->crossbeam,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **crossbeam** of the basilica.,contradiction,,,,hypo->nonhypo,altar->crossbeam,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->worktable,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **worktable** of the basilica.,neutral,,,,hyper->hypo,table->worktable,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->lectern,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **lectern** of the basilica.,neutral,,,,hyper->hypo,table->lectern,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->counter,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **counter** of the basilica.,neutral,,,,hyper->hypo,table->counter,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->desk,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **desk** of the basilica.,neutral,,,,hyper->hypo,table->desk,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",neutral,,,,hyper->hypo,table->escritoire,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried in the family tomb under the high **escritoire** of the basilica.,neutral,,,,hyper->hypo,table->escritoire,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->alcove,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried with family underneath the high **alcove** of the basilica.,contradiction,,,,hyper->nonhypo,table->alcove,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **table** of the basilica.",contradiction,,,,hyper->nonhypo,table->stall,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The King is buried with family underneath the high **stall** of the basilica.,contradiction,,,,hyper->nonhypo,table->stall,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **worktable** of the basilica.",entailment,,,,hypo->hyper,worktable->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,worktable->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **lectern** of the basilica.",entailment,,,,hypo->hyper,lectern->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,lectern->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **counter** of the basilica.",entailment,,,,hypo->hyper,counter->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,counter->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **desk** of the basilica.",entailment,,,,hypo->hyper,desk->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,desk->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **escritoire** of the basilica.",entailment,,,,hypo->hyper,escritoire->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king has been buried under the high **table** of the basilica.,entailment,,,,hypo->hyper,escritoire->table,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **worktable** of the basilica.",contradiction,,,,hypo->nonhypo,worktable->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **alcove** of the basilica.,contradiction,,,,hypo->nonhypo,worktable->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **lectern** of the basilica.",contradiction,,,,hypo->nonhypo,lectern->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **alcove** of the basilica.,contradiction,,,,hypo->nonhypo,lectern->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **counter** of the basilica.",contradiction,,,,hypo->nonhypo,counter->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **alcove** of the basilica.,contradiction,,,,hypo->nonhypo,counter->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **desk** of the basilica.",contradiction,,,,hypo->nonhypo,desk->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **alcove** of the basilica.,contradiction,,,,hypo->nonhypo,desk->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **escritoire** of the basilica.",contradiction,,,,hypo->nonhypo,escritoire->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **alcove** of the basilica.,contradiction,,,,hypo->nonhypo,escritoire->alcove,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **worktable** of the basilica.",contradiction,,,,hypo->nonhypo,worktable->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **stall** of the basilica.,contradiction,,,,hypo->nonhypo,worktable->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **lectern** of the basilica.",contradiction,,,,hypo->nonhypo,lectern->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **stall** of the basilica.,contradiction,,,,hypo->nonhypo,lectern->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **counter** of the basilica.",contradiction,,,,hypo->nonhypo,counter->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **stall** of the basilica.,contradiction,,,,hypo->nonhypo,counter->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **desk** of the basilica.",contradiction,,,,hypo->nonhypo,desk->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **stall** of the basilica.,contradiction,,,,hypo->nonhypo,desk->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,"The king himself died here in 1598, to be buried in a family tomb beneath the high **escritoire** of the basilica.",contradiction,,,,hypo->nonhypo,escritoire->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
H,The king was buried among family beneath the high **stall** of the basilica.,contradiction,,,,hypo->nonhypo,escritoire->stall,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,1,322ZSN9Z5GLIO0KCVH1M73KHTM14TV
P,The resources required for the installation of control technologies to achieve the emission **reductions** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,reductions->changes,1,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,reductions->changes,1,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->transitions,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->transitions,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->expansions,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **expansions** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->expansions,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->removals,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **removals** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->removals,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->improvements,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **improvements** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->improvements,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->amendments,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **amendments** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->amendments,2 hyper->hypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,transitions->changes,2 hypo->hyper,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
